pre,post,kind,weight
PVCR,DA2,chemical,1.0
PVCR,DB2,chemical,4.0
PVCR,DB3,chemical,6.0
PVCR,DB4,chemical,6.0
PVCR,VB7,chemical,1.0
PVCR,VB11,chemical,3.0
PVCR,PVDL,chemical,2.0
PVCR,PVDR,chemical,1.0
PVCR,VB6,chemical,4.0
PVCR,AVL,chemical,1.0
PVCR,SIBVR,chemical,10.0
PVCR,DA5,chemical,2.0
PVCR,PVWR,chemical,1.0
PVCR,DA4,chemical,1.0
PVCR,DA7,chemical,1.0
PVCR,DB5,chemical,3.0
PVCR,VB4,chemical,1.0
PVCR,VB8,chemical,2.0
PQR,AVHL,chemical,1.0
PQR,PVPR,chemical,1.0
PQR,AVAL,chemical,23.0
PQR,AVDL,chemical,15.0
PQR,AVDR,chemical,20.0
PQR,AVAR,chemical,26.0
PQR,PVCL,chemical,1.0
PQR,AVJR,chemical,1.0
PQR,PVCR,chemical,1.0
PQR,PHBL,chemical,2.0
PQR,LUAR,chemical,3.0
PQR,PVNL,chemical,2.0
PQR,AVG,chemical,1.0
PQR,DA8,chemical,1.0
PQR,DB7,chemical,2.0
PQR,AS11,chemical,2.0
PHBL,AVAL,chemical,48.0
PHBL,AVDL,chemical,6.0
PHBL,AVDR,chemical,1.0
PHBL,AVAR,chemical,33.0
PHBL,PVCL,chemical,71.0
PHBL,PVNL,chemical,1.0
PHBL,AVG,chemical,1.0
PHBL,DA8,chemical,1.0
PHBL,AS11,chemical,1.0
PHBL,VA12,chemical,5.0
PHBL,PHBR,chemical,4.0
LUAR,AVAL,chemical,13.0
LUAR,AVDL,chemical,5.0
LUAR,AVDR,chemical,14.0
LUAR,AVAR,chemical,31.0
LUAR,AVJR,chemical,4.0
LUAR,PVR,chemical,2.0
LUAR,PVCR,chemical,9.0
LUAR,PQR,chemical,7.0
LUAR,PVNL,chemical,1.0
LUAR,PVWL,chemical,3.0
LUAR,PVWR,chemical,2.0
LUAR,PDB,chemical,2.0
PVNL,AVBR,chemical,2.0
PVNL,PVPR,chemical,1.0
PVNL,AVAL,chemical,6.0
PVNL,AVDL,chemical,7.0
PVNL,AVDR,chemical,6.0
PVNL,PVCL,chemical,5.0
PVNL,AVJL,chemical,6.0
PVNL,AVJR,chemical,8.0
PVNL,PQR,chemical,5.0
PVNL,AVG,chemical,2.0
PVNL,BDUL,chemical,5.0
PVNL,BDUR,chemical,2.0
PVNL,PVNR,chemical,9.0
PVNL,DD1,chemical,5.0
PVNL,VA12,chemical,1.0
PVNL,PVDL,chemical,3.0
PVNL,AVL,chemical,1.0
PVNL,PVT,chemical,6.0
PVNL,LUAL,chemical,3.0
PVNL,PVWL,chemical,4.0
PVNL,PVWR,chemical,1.0
PVNL,VD12,chemical,1.0
AVG,PVQR,chemical,2.0
AVG,AVBL,chemical,5.0
AVG,AVBR,chemical,3.0
AVG,AVAL,chemical,3.0
AVG,AVFL,chemical,3.0
AVG,AVDL,chemical,1.0
AVG,AVDR,chemical,3.0
AVG,AVAR,chemical,3.0
AVG,AVER,chemical,1.0
AVG,PVCL,chemical,1.0
AVG,AVJL,chemical,7.0
AVG,AVJR,chemical,3.0
AVG,AVEL,chemical,2.0
AVG,PVCR,chemical,2.0
AVG,PVNL,chemical,2.0
AVG,AVG,chemical,2.0
AVG,DA8,chemical,1.0
AVG,PVNR,chemical,4.0
AVG,VA6,chemical,1.0
AVG,PHAL,chemical,3.0
AVG,PVT,chemical,2.0
AVG,DVC,chemical,2.0
AVG,VC1,chemical,2.0
DA8,DB7,chemical,1.0
DA8,DD5,chemical,4.0
DA8,VD10,chemical,7.0
DA8,VD11,chemical,5.0
DA8,VD12,chemical,5.0
DA8,VD13,chemical,5.0
DA8,VD9,chemical,5.0
DA8,DA7,chemical,1.0
DA8,DD4,chemical,4.0
DA8,VD8,chemical,5.0
DB7,AS11,chemical,2.0
DB7,VD10,chemical,7.0
DB7,DA9,chemical,3.0
DB7,DD6,chemical,1.0
DB7,AS10,chemical,2.0
DB7,VD11,chemical,5.0
DB7,VD12,chemical,5.0
DB7,VD13,chemical,1.0
DB7,VD9,chemical,5.0
DB7,VD8,chemical,5.0
AS11,DB7,chemical,1.0
AS11,DD6,chemical,2.0
AS11,VD12,chemical,20.0
AS11,VD13,chemical,3.0
CEPVL,RIPL,chemical,4.0
CEPVL,RIBL,chemical,3.0
CEPVL,RIAL,chemical,1.0
CEPVL,SMBVL,chemical,1.0
CEPVL,URXL,chemical,2.0
CEPVL,AVER,chemical,5.0
CEPVL,OLQVL,chemical,19.0
CEPVL,RICL,chemical,20.0
CEPVL,RICR,chemical,17.0
CEPVL,RMGL,chemical,2.0
CEPVL,RMDDL,chemical,7.0
CEPVL,RMHL,chemical,10.0
CEPVL,SIAVL,chemical,6.0
CEPVL,PVR,chemical,3.0
CEPVL,RMHR,chemical,5.0
CEPVL,OLLL,chemical,4.0
CEPVL,SMDVR,chemical,1.0
CEPVL,URAVL,chemical,6.0
CEPVL,IL1VL,chemical,9.0
CEPVL,RMDVR,chemical,8.0
CEPVL,URYVL,chemical,5.0
RIFL,AVHR,chemical,1.0
RIFL,AVBL,chemical,26.0
RIFL,AVBR,chemical,1.0
RIFL,RIML,chemical,7.0
RIFL,AVJR,chemical,8.0
RIFL,ALML,chemical,5.0
RIFL,PVPL,chemical,8.0
BDUL,HSNL,chemical,3.0
BDUL,ADAL,chemical,2.0
BDUL,AVHL,chemical,2.0
BDUL,AVJR,chemical,2.0
BDUL,RMGL,chemical,3.0
BDUL,SAADL,chemical,3.0
BDUL,ALML,chemical,1.0
BDUL,PVNL,chemical,2.0
BDUL,RIFL,chemical,2.0
BDUL,PVNR,chemical,4.0
BDUL,ADEL,chemical,6.0
BDUL,URADL,chemical,3.0
BDUR,CEPVR,chemical,1.0
BDUR,HSNR,chemical,8.0
BDUR,AVBR,chemical,1.0
BDUR,AVHL,chemical,2.0
BDUR,AVAL,chemical,7.0
BDUR,PVCL,chemical,3.0
BDUR,AVJL,chemical,5.0
BDUR,ALMR,chemical,4.0
BDUR,ADER,chemical,4.0
BDUR,SDQL,chemical,2.0
BDUR,PVNL,chemical,11.0
BDUR,PVNR,chemical,5.0
BDUR,URADR,chemical,3.0
SMDDL,RIAL,chemical,9.0
SMDDL,SMBDL,chemical,3.0
SMDDL,RIAR,chemical,14.0
SMDDL,SMDVL,chemical,2.0
SMDDL,RIML,chemical,2.0
SMDDL,AVER,chemical,1.0
SMDDL,AVEL,chemical,1.0
SMDDL,RIVR,chemical,1.0
SMDDL,RMDR,chemical,1.0
SMDDL,SIADL,chemical,14.0
SMDDL,SAAVR,chemical,1.0
SMDDL,SMDDR,chemical,1.0
SMDDL,RIS,chemical,2.0
SMDDL,URYDL,chemical,1.0
SMDDL,RIMR,chemical,1.0
SMDDL,RMDL,chemical,3.0
SMDDL,SMDVR,chemical,17.0
SMDDL,SIBDL,chemical,14.0
AVM,AVBL,chemical,13.0
AVM,AVBR,chemical,9.0
AVM,AVHL,chemical,3.0
AVM,AVDL,chemical,1.0
AVM,AVDR,chemical,1.0
AVM,PVCL,chemical,10.0
AVM,AVJR,chemical,1.0
AVM,SIBVL,chemical,4.0
AVM,RID,chemical,2.0
AVM,ADER,chemical,4.0
AVM,PVR,chemical,6.0
AVM,PVCR,chemical,17.0
AVM,PVNL,chemical,4.0
AVM,BDUL,chemical,3.0
AVM,BDUR,chemical,5.0
AVM,PVNR,chemical,3.0
AVM,AVKL,chemical,1.0
AVM,DA1,chemical,2.0
AVM,VA2,chemical,1.0
AVM,VB3,chemical,1.0
PVNR,CEPDL,chemical,2.0
PVNR,HSNR,chemical,1.0
PVNR,AVBR,chemical,1.0
PVNR,URXL,chemical,2.0
PVNR,AVAL,chemical,5.0
PVNR,AVDL,chemical,1.0
PVNR,AVDR,chemical,2.0
PVNR,AVJL,chemical,1.0
PVNR,AVJR,chemical,1.0
PVNR,AVEL,chemical,5.0
PVNR,ALML,chemical,2.0
PVNR,PVR,chemical,1.0
PVNR,PVCR,chemical,2.0
PVNR,PQR,chemical,4.0
PVNR,BDUL,chemical,1.0
PVNR,PVNR,chemical,1.0
PVNR,DB3,chemical,1.0
PVNR,PVDR,chemical,5.0
PVNR,URBL,chemical,2.0
PVNR,AVL,chemical,3.0
PVNR,PVT,chemical,3.0
PVNR,VC2,chemical,1.0
PVNR,DD2,chemical,1.0
PVNR,PVWL,chemical,9.0
PVNR,PVWR,chemical,2.0
PVNR,VD12,chemical,1.0
PVNR,VA5,chemical,1.0
PVNR,VA11,chemical,1.0
PVNR,VD3,chemical,3.0
PVNR,VD4,chemical,6.0
PVNR,VD6,chemical,1.0
PVNR,VD7,chemical,1.0
PVNR,VD13,chemical,1.0
AVKL,RMFL,chemical,2.0
AVKL,AVBL,chemical,2.0
AVKL,RIVL,chemical,5.0
AVKL,RIML,chemical,3.0
AVKL,AVER,chemical,2.0
AVKL,AVEL,chemical,4.0
AVKL,SIAVR,chemical,2.0
AVKL,SAADL,chemical,1.0
AVKL,SAADR,chemical,3.0
AVKL,DVA,chemical,1.0
AVKL,AVM,chemical,2.0
AVKL,PDEL,chemical,2.0
AVKL,PDER,chemical,1.0
AVKL,VB1,chemical,3.0
AVKL,RIMR,chemical,2.0
AVKL,RMDL,chemical,1.0
AVKL,SIBDR,chemical,2.0
DA1,FLPR,chemical,2.0
DA1,DD1,chemical,12.0
DA1,VD1,chemical,13.0
DA1,DB1,chemical,1.0
DA1,AS1,chemical,13.0
DA1,VD2,chemical,4.0
VA2,AVAL,chemical,1.0
VA2,DD1,chemical,20.0
VA2,VA1,chemical,2.0
VA2,VB1,chemical,1.0
VA2,VB2,chemical,1.0
VA2,VD1,chemical,1.0
VA2,VA3,chemical,2.0
VA2,VD2,chemical,27.0
VB3,DD2,chemical,36.0
VB3,VA5,chemical,1.0
VB3,VD3,chemical,4.0
VB3,VD4,chemical,6.0
VB3,VA4,chemical,10.0
PVM,PVCL,chemical,1.0
PVM,DVA,chemical,3.0
PVM,PVR,chemical,3.0
PVM,PVCR,chemical,2.0
PVM,AVM,chemical,2.0
PVM,AVKL,chemical,15.0
PVM,PVM,chemical,6.0
PVM,PDEL,chemical,10.0
PVM,PDER,chemical,7.0
PDEL,DVA,chemical,7.0
PDEL,PVR,chemical,2.0
PDEL,AVKL,chemical,5.0
PDEL,PVM,chemical,3.0
PDEL,PDER,chemical,4.0
PDER,PVCL,chemical,1.0
PDER,DVA,chemical,1.0
PDER,PVCR,chemical,1.0
PDER,AVKL,chemical,16.0
PDER,PVM,chemical,1.0
PDER,VB2,chemical,1.0
PLML,AVAL,chemical,4.0
PLML,AVDR,chemical,5.0
PLML,AVAR,chemical,5.0
PLML,DVA,chemical,9.0
PLML,PDEL,chemical,16.0
PLML,PDER,chemical,19.0
PLML,VA9,chemical,6.0
VA9,VB7,chemical,1.0
VA9,DD5,chemical,6.0
VA9,VD10,chemical,3.0
VA9,DD6,chemical,6.0
VA9,VD11,chemical,3.0
VA9,VD9,chemical,2.0
VA9,AS7,chemical,3.0
VA9,AS6,chemical,5.0
VA9,VB8,chemical,1.0
VA9,DD4,chemical,6.0
PLMR,AVAL,chemical,3.0
PLMR,AVDL,chemical,8.0
PLMR,AVDR,chemical,5.0
PLMR,AVAR,chemical,5.0
PLMR,DVA,chemical,19.0
PLMR,PDEL,chemical,18.0
PLMR,PDER,chemical,10.0
FLPR,ADAL,chemical,1.0
FLPR,AVBL,chemical,30.0
FLPR,AVBR,chemical,11.0
FLPR,ADAR,chemical,1.0
FLPR,AVAL,chemical,23.0
FLPR,AVDL,chemical,25.0
FLPR,AVDR,chemical,8.0
FLPR,AVAR,chemical,10.0
FLPR,AVER,chemical,7.0
FLPR,PVCL,chemical,2.0
FLPR,AVJL,chemical,2.0
FLPR,AVJR,chemical,2.0
FLPR,AVEL,chemical,21.0
FLPR,ADER,chemical,6.0
FLPR,FLPL,chemical,14.0
FLPR,DVA,chemical,6.0
FLPR,VB1,chemical,1.0
ADEL,RIAL,chemical,2.0
ADEL,CEPDL,chemical,1.0
ADEL,ADAL,chemical,1.0
ADEL,RIGR,chemical,15.0
ADEL,RIGL,chemical,18.0
ADEL,SMBVL,chemical,2.0
ADEL,RIVL,chemical,2.0
ADEL,RIH,chemical,3.0
ADEL,AVHL,chemical,2.0
ADEL,SMBDR,chemical,1.0
ADEL,AVAL,chemical,7.0
ADEL,IL2L,chemical,5.0
ADEL,AVDL,chemical,2.0
ADEL,AVAR,chemical,9.0
ADEL,AVEL,chemical,3.0
ADEL,RIVR,chemical,2.0
ADEL,RMGL,chemical,7.0
ADEL,RMHL,chemical,1.0
ADEL,SIADR,chemical,2.0
ADEL,ADER,chemical,5.0
ADEL,SAADR,chemical,1.0
ADEL,ALML,chemical,1.0
ADEL,FLPL,chemical,4.0
ADEL,RMHR,chemical,2.0
ADEL,CEPVL,chemical,1.0
ADEL,RIFL,chemical,1.0
ADEL,BDUL,chemical,1.0
ADEL,ADEL,chemical,2.0
ADEL,VB1,chemical,2.0
ADEL,OLLL,chemical,6.0
ADEL,IL1L,chemical,3.0
ADEL,URBL,chemical,2.0
ADEL,AVL,chemical,1.0
ADEL,RMER,chemical,1.0
ADEL,RMDL,chemical,11.0
ADEL,SIBDR,chemical,2.0
DD1,DA2,chemical,3.0
DD1,VD2,chemical,1.0
VA1,DD1,chemical,12.0
VA1,DA2,chemical,1.0
VA1,VD1,chemical,3.0
VB1,RMFL,chemical,10.0
VB1,AIBR,chemical,2.0
VB1,ADAL,chemical,5.0
VB1,SMBVL,chemical,3.0
VB1,RIML,chemical,10.0
VB1,SAADL,chemical,18.0
VB1,SAADR,chemical,5.0
VB1,VA2,chemical,2.0
VB1,DD1,chemical,1.0
VB1,VA1,chemical,7.0
VB1,SABD,chemical,1.0
VB1,VB2,chemical,1.0
VB1,VD1,chemical,4.0
VB1,VA3,chemical,2.0
VB1,VA4,chemical,2.0
VB1,VD2,chemical,2.0
URYDL,AIZL,chemical,1.0
URYDL,RIBL,chemical,8.0
URYDL,AVER,chemical,9.0
URYDL,AVEL,chemical,1.0
URYDL,IL1DL,chemical,3.0
URYDL,RMDDR,chemical,15.0
URYDL,SMDDR,chemical,3.0
URYDL,RMDVL,chemical,18.0
URYDL,SMDDL,chemical,2.0
URYDL,OLLL,chemical,3.0
URYDL,OLQDL,chemical,2.0
RIMR,AIBL,chemical,15.0
RIMR,SAAVL,chemical,11.0
RIMR,RMFL,chemical,1.0
RIMR,AVBL,chemical,9.0
RIMR,AVBR,chemical,12.0
RIMR,SMDVL,chemical,2.0
RIMR,ADAR,chemical,9.0
RIMR,AVAL,chemical,9.0
RIMR,RIML,chemical,4.0
RIMR,AVJL,chemical,4.0
RIMR,RIBR,chemical,4.0
RIMR,RMDR,chemical,12.0
RIMR,SAAVR,chemical,8.0
RIMR,SMDDR,chemical,14.0
RIMR,RIS,chemical,2.0
RIMR,SMDDL,chemical,9.0
RIMR,AVKL,chemical,1.0
RIMR,VB1,chemical,2.0
RIMR,RMDL,chemical,15.0
RIMR,SMDVR,chemical,3.0
RIMR,RMFR,chemical,7.0
SABD,SAADL,chemical,4.0
SABD,SAADR,chemical,4.0
DA2,DD1,chemical,7.0
DA2,VD3,chemical,11.0
DA2,DA3,chemical,1.0
DA2,DB1,chemical,1.0
DA2,VD2,chemical,17.0
DA2,AS2,chemical,1.0
DB2,DD1,chemical,3.0
DB2,DA2,chemical,3.0
DB2,DD2,chemical,16.0
DB2,VD3,chemical,33.0
DB2,VD4,chemical,15.0
DB2,DA3,chemical,12.0
DB2,DA4,chemical,1.0
DB2,AS4,chemical,2.0
DB2,AS3,chemical,3.0
DB3,DD5,chemical,14.0
DB3,DA5,chemical,1.0
DB3,DD2,chemical,3.0
DB3,VD4,chemical,9.0
DB3,VD6,chemical,4.0
DB3,DA4,chemical,4.0
DB3,AS4,chemical,2.0
DB3,DD3,chemical,14.0
DB3,VD5,chemical,24.0
DB3,AS5,chemical,1.0
DB4,DD5,chemical,9.0
DB4,DD6,chemical,2.0
DB4,DA5,chemical,3.0
DB4,VD6,chemical,14.0
DB4,DD3,chemical,9.0
DB4,AS6,chemical,2.0
DB4,DD4,chemical,2.0
VA6,AVAR,chemical,1.0
VA6,VB5,chemical,7.0
VA6,VA5,chemical,2.0
VA6,VD6,chemical,6.0
VA6,AS1,chemical,13.0
VA6,AS2,chemical,1.0
VA6,DD3,chemical,21.0
VA6,VD5,chemical,3.0
VA6,VB4,chemical,1.0
VA8,DD5,chemical,9.0
VA8,VB6,chemical,1.0
VA8,VD7,chemical,2.0
VA8,VD9,chemical,3.0
VA8,AS4,chemical,11.0
VA8,AS3,chemical,4.0
VA8,AS2,chemical,1.0
VA8,AS5,chemical,3.0
VA8,DD4,chemical,9.0
VA8,VD8,chemical,3.0
VA12,AVAL,chemical,3.0
VA12,PVCL,chemical,3.0
VA12,PVCR,chemical,4.0
VA12,DA8,chemical,9.0
VA12,DB7,chemical,10.0
VA12,AS11,chemical,6.0
VA12,VB11,chemical,4.0
VA12,PHCR,chemical,1.0
VA12,LUAL,chemical,2.0
VA12,DA9,chemical,17.0
VA12,DD6,chemical,2.0
VA12,AS10,chemical,6.0
VA12,VD12,chemical,7.0
VA12,VA11,chemical,4.0
VA12,VD13,chemical,12.0
VA12,AS8,chemical,2.0
VA12,AS9,chemical,8.0
VB7,VA9,chemical,1.0
VB7,DD5,chemical,29.0
VB7,VD9,chemical,6.0
VB7,VA10,chemical,1.0
VB7,DD4,chemical,11.0
VB7,VD8,chemical,5.0
VB11,PVCR,chemical,1.0
VB11,VA12,chemical,5.0
VB11,DD6,chemical,19.0
VB11,PVWL,chemical,1.0
VB11,PVWR,chemical,1.0
VB11,VD12,chemical,2.0
VB11,VD13,chemical,22.0
PVDL,AVAL,chemical,13.0
PVDL,AVFL,chemical,1.0
PVDL,AVDL,chemical,1.0
PVDL,AVDR,chemical,1.0
PVDL,AVAR,chemical,29.0
PVDL,PVCL,chemical,13.0
PVDL,PVPL,chemical,1.0
PVDL,PVCR,chemical,36.0
PVDL,AVG,chemical,8.0
PVDL,PVDR,chemical,10.0
PVDL,DD5,chemical,3.0
PVDL,VD10,chemical,3.0
PVDR,AVAL,chemical,9.0
PVDR,AVDL,chemical,1.0
PVDR,AVAR,chemical,30.0
PVDR,PVCL,chemical,29.0
PVDR,DVA,chemical,5.0
PVDR,PVR,chemical,4.0
PVDR,PVCR,chemical,29.0
PVDR,VA9,chemical,2.0
PVDR,VA12,chemical,3.0
PVDR,PVDL,chemical,2.0
PVDR,VB5,chemical,2.0
PVDR,VB6,chemical,4.0
VD10,VA10,chemical,2.0
VD10,VB9,chemical,1.0
VB5,VA6,chemical,2.0
VB5,VD6,chemical,10.0
VB5,DD3,chemical,34.0
VB6,DVA,chemical,1.0
VB6,PVNR,chemical,1.0
VB6,VA8,chemical,2.0
VB6,VB7,chemical,1.0
VB6,VD6,chemical,1.0
VB6,VD7,chemical,22.0
VB6,VA7,chemical,3.0
VB6,DD4,chemical,32.0
OLLL,RIBL,chemical,24.0
OLLL,CEPDL,chemical,5.0
OLLL,AVER,chemical,53.0
OLLL,RMDDL,chemical,22.0
OLLL,SMDDR,chemical,9.0
OLLL,RMDVL,chemical,3.0
OLLL,CEPVL,chemical,14.0
OLLL,SMDDL,chemical,8.0
OLLL,ADEL,chemical,5.0
OLLL,URYDL,chemical,2.0
OLLL,OLLL,chemical,4.0
OLLL,RMDL,chemical,6.0
OLLL,SMDVR,chemical,10.0
OLLL,RMEL,chemical,5.0
OLLL,IL1VL,chemical,3.0
OLLL,URYVL,chemical,1.0
IL1L,IL2L,chemical,1.0
IL1L,AVER,chemical,5.0
IL1L,RMGL,chemical,1.0
IL1L,RMDDL,chemical,20.0
IL1L,RMDR,chemical,9.0
IL1L,RMDVL,chemical,22.0
IL1L,ADEL,chemical,3.0
IL1L,OLLL,chemical,1.0
IL1L,URBL,chemical,1.0
IL1L,RMER,chemical,4.0
IL1L,URAVL,chemical,4.0
IL1L,RMDVR,chemical,5.0
URBL,CEPDL,chemical,2.0
URBL,ADAL,chemical,3.0
URBL,AVBL,chemical,1.0
URBL,URXL,chemical,26.0
URBL,SMBDR,chemical,3.0
URBL,RICL,chemical,1.0
URBL,RICR,chemical,1.0
URBL,RMDDR,chemical,2.0
URBL,SIADR,chemical,2.0
URBL,SIAVL,chemical,2.0
URBL,PVR,chemical,1.0
URBL,RMHR,chemical,5.0
URBL,URYDL,chemical,1.0
URBL,OLLL,chemical,1.0
URBL,IL1L,chemical,10.0
URBL,URBL,chemical,1.0
AVL,HSNR,chemical,2.0
AVL,PVPR,chemical,2.0
AVL,AVEL,chemical,3.0
AVL,RIS,chemical,1.0
AVL,DD1,chemical,4.0
AVL,RIMR,chemical,2.0
AVL,SABD,chemical,9.0
AVL,DVC,chemical,2.0
AVL,AVKR,chemical,2.0
AVL,DD6,chemical,1.0
AVL,VC2,chemical,2.0
AVL,DVB,chemical,1.0
AVL,VC1,chemical,2.0
AVL,PVWL,chemical,1.0
AVL,VD12,chemical,3.0
AVL,SABVL,chemical,9.0
AVL,SABVR,chemical,6.0
AVL,VC6,chemical,1.0
RMER,RMHR,chemical,3.0
RMER,IL1L,chemical,4.0
RMER,RMER,chemical,5.0
RMDL,RIAL,chemical,20.0
RMDL,RIAR,chemical,22.0
RMDL,OLLR,chemical,3.0
RMDL,RIVL,chemical,1.0
RMDL,URXR,chemical,1.0
RMDL,SMBVR,chemical,2.0
RMDL,RIML,chemical,3.0
RMDL,RIBR,chemical,1.0
RMDL,RMDR,chemical,8.0
RMDL,RMDDR,chemical,7.0
RMDL,RMHL,chemical,3.0
RMDL,ADER,chemical,3.0
RMDL,SMDDR,chemical,1.0
RMDL,RMDVL,chemical,2.0
RMDL,RIS,chemical,1.0
RMDL,IL1L,chemical,1.0
RMDL,IL1R,chemical,1.0
RMDL,RMDVR,chemical,3.0
RMDL,SIBVR,chemical,3.0
RMDL,AVKR,chemical,1.0
RMDL,RMFR,chemical,1.0
SIBDR,SIADR,chemical,2.0
SIBDR,SMDDR,chemical,10.0
IL1R,OLLR,chemical,1.0
IL1R,URXR,chemical,1.0
IL1R,AVER,chemical,5.0
IL1R,AVEL,chemical,2.0
IL1R,RMDDL,chemical,8.0
IL1R,RMDR,chemical,4.0
IL1R,RMDDR,chemical,12.0
IL1R,RMHL,chemical,3.0
IL1R,RMDVL,chemical,8.0
IL1R,RMDL,chemical,11.0
IL1R,RMEL,chemical,5.0
IL1R,RMDVR,chemical,17.0
SMDVR,RIAL,chemical,24.0
SMDVR,AIBR,chemical,1.0
SMDVR,RIAR,chemical,16.0
SMDVR,SMDVL,chemical,1.0
SMDVR,RIML,chemical,1.0
SMDVR,AVAR,chemical,1.0
SMDVR,AVER,chemical,1.0
SMDVR,RIVR,chemical,1.0
SMDVR,RMDDL,chemical,3.0
SMDVR,PLNL,chemical,6.0
SMDVR,SIAVL,chemical,30.0
SMDVR,CEPVL,chemical,1.0
SMDVR,SMDDL,chemical,14.0
SMDVR,VB1,chemical,1.0
SMDVR,RMED,chemical,9.0
SMDVR,SIBVR,chemical,30.0
VB2,AVEL,chemical,1.0
VB2,VA2,chemical,5.0
VB2,DD1,chemical,30.0
VB2,VC2,chemical,1.0
VB2,DD2,chemical,1.0
VB2,VD3,chemical,4.0
VB2,VA3,chemical,11.0
VB2,VD2,chemical,14.0
PHAL,PVQL,chemical,3.0
PHAL,AVHR,chemical,1.0
PHAL,AVHL,chemical,4.0
PHAL,AVFL,chemical,4.0
PHAL,AVDR,chemical,2.0
PHAL,DVA,chemical,2.0
PHAL,PHBL,chemical,7.0
PHAL,AVG,chemical,11.0
PHAL,DA8,chemical,3.0
PHAL,PHAR,chemical,13.0
PHAL,PHBR,chemical,10.0
PHAR,PVQL,chemical,4.0
PHAR,PVQR,chemical,1.0
PHAR,AVHR,chemical,1.0
PHAR,AVDR,chemical,2.0
PHAR,DVA,chemical,6.0
PHAR,PVPL,chemical,3.0
PHAR,PHBL,chemical,3.0
PHAR,AVG,chemical,9.0
PHAR,DA8,chemical,2.0
PHAR,PHAL,chemical,11.0
PHAR,PHBR,chemical,8.0
PHAR,PVT,chemical,2.0
PHBR,AVAL,chemical,35.0
PHBR,AVDL,chemical,7.0
PHBR,AVDR,chemical,5.0
PHBR,AVAR,chemical,38.0
PHBR,PVCL,chemical,39.0
PHBR,PVCR,chemical,21.0
PHBR,PHBL,chemical,3.0
PHBR,VA12,chemical,1.0
PHBR,PHCL,chemical,1.0
PHBR,PHCR,chemical,3.0
PVT,AIBL,chemical,5.0
PVT,RMFL,chemical,3.0
PVT,AIBR,chemical,10.0
PVT,RIGR,chemical,6.0
PVT,RIGL,chemical,1.0
PVT,RIH,chemical,2.0
PVT,RIS,chemical,1.0
PVT,AVKL,chemical,7.0
PVT,AVL,chemical,3.0
PVT,RMEV,chemical,4.0
PVT,DVC,chemical,3.0
PVT,AVKR,chemical,8.0
PVT,RMFR,chemical,7.0
PHCL,PVQR,chemical,2.0
PHCL,AVHR,chemical,1.0
PHCL,AVAL,chemical,5.0
PHCL,PVCL,chemical,7.0
PHCL,DVA,chemical,12.0
PHCL,VA12,chemical,6.0
PHCL,PHAR,chemical,1.0
PHCL,PHCR,chemical,2.0
PHCL,LUAL,chemical,2.0
PHCL,DA9,chemical,1.0
PHCR,PVQR,chemical,4.0
PHCR,AVHR,chemical,2.0
PHCR,DVA,chemical,22.0
PHCR,PVCR,chemical,25.0
PHCR,LUAR,chemical,6.0
PHCR,VA12,chemical,8.0
PHCR,PHAR,chemical,2.0
PHCR,PHCL,chemical,4.0
PHCR,DA9,chemical,23.0
LUAL,AVAL,chemical,27.0
LUAL,AVDL,chemical,27.0
LUAL,AVDR,chemical,6.0
LUAL,AVAR,chemical,23.0
LUAL,AVJL,chemical,4.0
LUAL,AVJR,chemical,1.0
LUAL,PHBL,chemical,2.0
LUAL,PVNL,chemical,1.0
LUAL,PVWL,chemical,1.0
DA9,DVA,chemical,1.0
DA9,DA8,chemical,1.0
DA9,DB7,chemical,2.0
DA9,AS11,chemical,1.0
DA9,VA12,chemical,1.0
DA9,VD10,chemical,5.0
DA9,DD6,chemical,4.0
DA9,VD11,chemical,11.0
DA9,VD12,chemical,11.0
DA9,VA11,chemical,1.0
DA9,VD13,chemical,4.0
DA9,VD9,chemical,5.0
IL2DL,RIPL,chemical,28.0
IL2DL,RIBL,chemical,1.0
IL2DL,AVBR,chemical,2.0
IL2DL,AUAL,chemical,2.0
IL2DL,RIH,chemical,2.0
IL2DL,IL1DL,chemical,17.0
IL2DL,RMHL,chemical,1.0
IL2DL,RMER,chemical,8.0
IL2DL,IL2DL,chemical,2.0
IL2DL,OLQDL,chemical,2.0
IL2DL,URADL,chemical,8.0
IL2DL,RMEL,chemical,11.0
IL2DL,RMED,chemical,2.0
IL2DL,RMEV,chemical,1.0
OLQDL,CEPDL,chemical,3.0
OLQDL,RIH,chemical,3.0
OLQDL,RICR,chemical,6.0
OLQDL,SIBVL,chemical,10.0
OLQDL,RMDDL,chemical,1.0
OLQDL,RMDDR,chemical,10.0
OLQDL,RMHL,chemical,1.0
OLQDL,URYDL,chemical,3.0
OLQDL,RMEL,chemical,2.0
OLQDL,RMED,chemical,1.0
URADL,RIPL,chemical,12.0
URADL,RIH,chemical,3.0
URADL,IL1DL,chemical,4.0
URADL,RMEL,chemical,8.0
RMEL,OLLR,chemical,1.0
RMEL,RIPR,chemical,1.0
RMEL,IL1R,chemical,2.0
RMEL,RMEV,chemical,1.0
RMED,RIBL,chemical,1.0
RMED,RIBR,chemical,1.0
RMED,SMDDR,chemical,4.0
RMED,SMDDL,chemical,1.0
RMED,RMED,chemical,1.0
RMEV,SMDVL,chemical,1.0
RMEV,RIH,chemical,2.0
RMEV,RIBR,chemical,2.0
